"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Sep","Dollars per ton","49.1900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Oct","Dollars per ton","67.4000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Nov","Dollars per ton","86.6900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Monthly","Dec","Dollars per ton","97.0300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2006,"Annual","Marketing year Oct-Sep","Dollars per ton","101.3400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Jan","Dollars per ton","110.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Feb","Dollars per ton","123.8800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Mar","Dollars per ton","120.8200"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Apr","Dollars per ton","109.9400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","May","Dollars per ton","101.8500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Jun","Dollars per ton","107.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Jul","Dollars per ton","102.5500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Aug","Dollars per ton","94.5300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Sep","Dollars per ton","94.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Oct","Dollars per ton","101.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Nov","Dollars per ton","103.8200"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Monthly","Dec","Dollars per ton","107.9200"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2007,"Annual","Marketing year Oct-Sep","Dollars per ton","148.3633"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Jan","Dollars per ton","129.6000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Feb","Dollars per ton","152.9400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Mar","Dollars per ton","154.8200"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Apr","Dollars per ton","162.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","May","Dollars per ton","168.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Jun","Dollars per ton","173.9400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Jul","Dollars per ton","189.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Aug","Dollars per ton","178.9400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Sep","Dollars per ton","156.7500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Oct","Dollars per ton","125.6300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Nov","Dollars per ton","120.6900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Monthly","Dec","Dollars per ton","96.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2008,"Annual","Marketing year Oct-Sep","Dollars per ton","98.5325"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Jan","Dollars per ton","89.2600"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Feb","Dollars per ton","91.8500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Mar","Dollars per ton","95.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Apr","Dollars per ton","98.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","May","Dollars per ton","101.0000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Jun","Dollars per ton","116.8500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Jul","Dollars per ton","88.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Aug","Dollars per ton","82.3800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Sep","Dollars per ton","76.9500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Oct","Dollars per ton","85.6900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Nov","Dollars per ton","96.1300"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Monthly","Dec","Dollars per ton","94.3000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2009,"Annual","Marketing year Oct-Sep","Dollars per ton","90.0725"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Jan","Dollars per ton","97.1900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Feb","Dollars per ton","95.2500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Mar","Dollars per ton","90.2000"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Apr","Dollars per ton","81.1400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","May","Dollars per ton","79.9100"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Jun","Dollars per ton","79.6500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Jul","Dollars per ton","82.6900"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Aug","Dollars per ton","90.2800"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Sep","Dollars per ton","108.4400"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Oct","Dollars per ton","134.8200"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Nov","Dollars per ton","158.8500"
"Domestic and international prices","Table 16--Byproduct feeds: Wholesale price, bulk, specified markets, dollars per ton","Byproduct Feeds","Hominy feed","Wholesale price","Illinois Points, IL",2010,"Monthly","Dec","Dollars per ton","167.3200"
